name,restaurant_type,rate,votes,avg_receipt,online_order,table_booking,cuisines_type,area
Ambika Vegetarian Hotel,Casual Dining,3.7,31.0,500.0,0,0,"North Indian, Fast Food",Malleshwaram
Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27.0,400.0,1,0,"South Indian, Chettinad",Kammanahalli
Ambur Azad Darbar,Quick Bites,3.1,6.0,250.0,0,0,"North Indian, Fast Food, Biryani",Jayanagar
Ambur Biriyani,Quick Bites,3.2,4.0,200.0,0,0,Biryani,Indiranagar
Ambur Biriyani Centre,Quick Bites,3.2,6.0,150.0,0,0,Biryani,Sarjapur Road
Ambur Biriyani Classic,Casual Dining,3.3,136.0,700.0,1,0,"Biryani, South Indian, North Indian",Electronic City
Ambur Biriyani Point,Quick Bites,3.6,26.0,150.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala"
Ambur Biriyani Zone,Quick Bites,3.2,4.0,200.0,0,0,"Biryani, Kebab",Kammanahalli
Ambur Biryani,Quick Bites,3.2,5.0,450.0,0,0,"South Indian, Fast Food",HSR
Ambur Biryani Hotel,Quick Bites,3.2,13.0,200.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala"
Ambur Biryani Mess,Mess,3.4,18.0,250.0,0,0,Biryani,Koramangala 4th Block
Ambur Biryani Point,Quick Bites,3.3,8.0,150.0,0,0,Biryani,Bellandur
Ambur Chicken Biryani,Quick Bites,3.1,9.0,250.0,0,0,Biryani,HSR
Ambur Darbar Biriyani Point,Quick Bites,3.2,24.0,200.0,1,0,Biryani,Malleshwaram
Ambur Hot Dum Biriyani,Quick Bites,3.1,6.0,200.0,0,0,Biryani,Old Airport Road
Ambur Hot Dum Biryani,Quick Bites,3.0,9.0,200.0,0,0,Biryani,Marathahalli
Ambur Star Biryani,Quick Bites,3.5,22.0,200.0,0,0,Biryani,Bellandur
Ambur Star Briyani,Casual Dining,3.6,17.0,500.0,1,0,"North Indian, Chinese, Biryani",Indiranagar
Ambur Star Dum Biriyani,Quick Bites,3.2,4.0,200.0,0,0,Biryani,Residency Road
Ambur Tasty Biriyani,Quick Bites,3.2,4.0,200.0,0,0,Biryani,HSR
Amchoor,Quick Bites,3.8,38.0,250.0,1,0,"North Indian, Beverages",Marathahalli
Amdo's Corner Tibetan Foods,Quick Bites,4.0,47.0,250.0,0,0,"Tibetan, Momos",Brigade Road
American Bites,Quick Bites,2.4,48.0,450.0,1,0,"Fast Food, Burger, Pizza",Frazer Town
American Desserts,"Takeaway, Delivery",3.6,23.0,500.0,1,0,"Desserts, Bakery",Kalyan Nagar
Amexicano,Food Truck,3.8,31.0,400.0,0,0,"American, Mexican",Indiranagar
Amigos Kitchen,Quick Bites,3.7,64.0,400.0,1,0,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar
Ammachide Addukala,Quick Bites,3.5,6.0,300.0,0,0,Kerala,Bannerghatta Road
Amma's Cafe,Quick Bites,3.2,6.0,300.0,0,0,Fast Food,HSR
Amma's Pastries,,3.9,130.0,400.0,0,0,Bakery,Kalyan Nagar
Ammi's Biryani,Casual Dining,2.7,171.0,500.0,1,0,"Biryani, North Indian",Kalyan Nagar
Ammus Hot N Cool,Quick Bites,3.4,84.0,300.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15.0,2000.0,0,0,"North Indian, Chinese, Continental",Brigade Road
Amoeba Sports Bar,"Lounge, Bar",3.9,568.0,1000.0,1,1,"Continental, Chinese",Brookefield
Amontron,Casual Dining,3.9,435.0,650.0,1,0,Bengali,Bannerghatta Road
Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82.0,500.0,1,1,"Cafe, Desserts, Continental",HSR
Amravathi Restaurants & Caterers,Quick Bites,3.1,6.0,400.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Amrit,Food Court,3.4,24.0,600.0,0,0,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala"
Amrita Nadia Sweets,Sweet Shop,3.2,4.0,400.0,1,0,Mithai,New BEL Road
Amrith Ice Cream,Dessert Parlor,4.1,81.0,100.0,0,0,Ice Cream,Malleshwaram
Amritsari Kulcha Bite,Quick Bites,3.9,99.0,150.0,1,0,North Indian,Indiranagar
Amritsari Kulcha Land,Quick Bites,4.0,260.0,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Amrut,Quick Bites,3.5,250.0,300.0,1,0,"North Indian, Chinese, Fast Food",Malleshwaram
Amruta,Casual Dining,3.8,20.0,600.0,0,0,"South Indian, North Indian, Chinese",Lavelle Road
Amruth Parkland,"Bar, Casual Dining",3.5,54.0,900.0,0,0,"North Indian, Chinese",Sarjapur Road
Amrutha Grand Restaurant,Casual Dining,3.2,204.0,500.0,1,0,"North Indian, Biryani, Chinese",Bellandur
Amrutha Mess,Quick Bites,3.4,5.0,300.0,0,0,Kerala,"Byresandra,Tavarekere,Madiwala"
Amrutha Sweets,Quick Bites,3.5,13.0,200.0,0,0,"Street Food, Mithai",Koramangala 4th Block
AM's Cafe Recreate,"Takeaway, Delivery",3.3,8.0,250.0,1,0,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
An Egg Story,Cafe,4.0,241.0,600.0,0,0,"Cafe, Continental, American, Italian",Kalyan Nagar
Anamika Roll Centre,Quick Bites,3.2,4.0,300.0,0,0,"North Indian, Fast Food, Rolls",Jayanagar
Anand Donne Biriyani,Quick Bites,3.6,45.0,200.0,1,0,Biryani,Banashankari
Anand Sagar Inn,Casual Dining,3.2,6.0,450.0,0,0,"South Indian, North Indian, Chinese",Jayanagar
Anand Sweets and Savouries,Quick Bites,4.0,99.0,400.0,1,0,"Mithai, Street Food",Kalyan Nagar
Anand Vihar,Quick Bites,2.5,58.0,400.0,0,0,"North Indian, Chinese",Frazer Town
Anda Ka Funda,Quick Bites,3.1,14.0,300.0,1,0,"North Indian, Chinese",JP Nagar
Anda Special-Pav Bhaji,Quick Bites,3.4,8.0,200.0,1,0,Fast Food,New BEL Road
Andal Mess,Mess,3.1,22.0,300.0,1,0,"Biryani, South Indian, North Indian",Koramangala 4th Block
Andhra Amigos,Casual Dining,3.6,81.0,350.0,1,0,"Andhra, North Indian, Biryani",Electronic City
Andhra Bhojanam,Casual Dining,3.6,21.0,600.0,0,0,"North Indian, South Indian, Andhra",Bannerghatta Road
Andhra Biryani & Curries,Quick Bites,3.1,4.0,400.0,1,0,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City
Andhra Biryanis,Casual Dining,4.0,108.0,700.0,1,0,"Andhra, Biryani, North Indian",Brookefield
Andhra Box,Quick Bites,3.2,4.0,400.0,0,0,"Andhra, Biryani, Chinese",Brookefield
Andhra Central,Food Court,3.1,13.0,400.0,1,0,Andhra,Brookefield
Andhra Chettinad Cuisine,Quick Bites,3.6,24.0,250.0,0,0,"Andhra, South Indian, Chettinad",Electronic City
Andhra Express,"Takeaway, Delivery",3.7,19.0,300.0,1,0,"Andhra, Biryani, North Indian, Beverages",Marathahalli
Andhra Food Cafe (AFC),Quick Bites,3.3,46.0,250.0,1,0,"Andhra, North Indian, South Indian",Electronic City
Andhra Grills,Casual Dining,3.0,55.0,800.0,0,0,"Andhra, North Indian, Biryani",Bannerghatta Road
Andhra Kafe,Casual Dining,3.8,241.0,550.0,1,0,"Andhra, South Indian, North Indian, Biryani",Brookefield
Andhra Kitchen,Quick Bites,3.9,45.0,400.0,1,0,Andhra,Electronic City
Andhra Paris,Quick Bites,3.2,5.0,250.0,1,0,Andhra,Bellandur
Andhra Ruchi's Restaurant,Delivery,3.1,72.0,500.0,1,0,"Andhra, North Indian, Biryani",Whitefield
Andhra Ruchulu,Casual Dining,4.2,1428.0,800.0,1,1,"Andhra, North Indian",Bannerghatta Road
Andhra Spice Mess,Quick Bites,3.4,9.0,250.0,1,0,"Andhra, Biryani, North Indian, Chinese",New BEL Road
Andhra Spices,Quick Bites,3.2,4.0,400.0,0,0,"Andhra, Chinese, South Indian",Whitefield
Andhra Spicy,Quick Bites,3.5,11.0,400.0,0,0,"Andhra, Biryani",Bellandur
Andhra Spicy Food Court,Quick Bites,3.2,22.0,400.0,1,0,"Andhra, Biryani",Electronic City
Andhra Star Biryani,Quick Bites,3.2,6.0,200.0,0,0,Biryani,Marathahalli
Andhra Vantakam,Casual Dining,3.9,317.0,800.0,1,0,"Andhra, Chinese, North Indian, Seafood",Malleshwaram
Andhra Vantillu,Quick Bites,3.3,4.0,350.0,0,0,"South Indian, North Indian",HSR
Andhra Vilaas,Quick Bites,3.7,52.0,350.0,1,0,"Andhra, North Indian, Biryani",Bellandur
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11.0,600.0,1,0,"Andhra, South Indian, Fast Food",Brookefield
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12.0,300.0,0,0,"Cafe, Beverages, Fast Food",New BEL Road
Angaar Biriyani,Quick Bites,3.7,92.0,400.0,1,0,"Biryani, Chinese, Fast Food",Whitefield
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121.0,600.0,0,0,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar
Angel Mess,Quick Bites,3.5,17.0,200.0,0,0,South Indian,Marathahalli
Angel Mutton Leg Soup,Quick Bites,3.5,22.0,200.0,0,0,South Indian,Indiranagar
Angel Restaurant,Quick Bites,2.8,165.0,450.0,1,0,"Kerala, South Indian, North Indian",Bannerghatta Road
Angel's Kitchen,Quick Bites,3.5,10.0,300.0,0,0,Kerala,Whitefield
Angiie's Cafe,Quick Bites,3.7,29.0,450.0,1,0,"Burger, Fast Food",Bellandur
Anika's India Kitchen,Delivery,3.3,5.0,250.0,1,0,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala"
Aniram's,Delivery,4.1,739.0,500.0,1,0,"Chinese, North Indian",Bannerghatta Road
Anjappaar,Casual Dining,3.9,96.0,650.0,0,0,"Chettinad, South Indian",Marathahalli
Anjappar,Casual Dining,2.7,40.0,650.0,0,0,"Chettinad, South Indian",Jayanagar
Anju's Cafe,Cafe,3.4,6.0,600.0,0,0,"Cafe, North Indian",Bannerghatta Road
Anna Kuteera,Casual Dining,3.8,62.0,400.0,0,0,"South Indian, North Indian, Chinese",Residency Road
Annabell,"Quick Bites, Beverage Shop",4.0,264.0,700.0,1,0,"Continental, Beverages",Indiranagar
Annalakshmi,Casual Dining,3.5,28.0,700.0,0,0,"Andhra, Chettinad",Bellandur
Annapoorani,Casual Dining,3.9,434.0,400.0,0,0,South Indian,Indiranagar
Annapoorni Grand,Casual Dining,3.9,82.0,450.0,0,0,"Chinese, South Indian, North Indian",Lavelle Road
Annappa's Naati Mane,Quick Bites,3.5,73.0,400.0,0,0,"South Indian, Chinese",Rajajinagar
Annapurna Andhra Hotel,Quick Bites,3.3,5.0,400.0,1,0,"Mughlai, Chinese, North Indian",Electronic City
Annapurna Bengali Restaurant,Casual Dining,3.9,50.0,500.0,0,0,Bengali,Brookefield
Annapurna Foods,Casual Dining,3.5,11.0,400.0,1,0,"North Indian, Chinese, Hyderabadi",Bellandur
Antarastriya,Quick Bites,3.9,461.0,200.0,1,0,"Chinese, Fast Food, Momos",Malleshwaram
ANTIGRAVITY,"Pub, Casual Dining",4.4,730.0,1500.0,0,1,"Continental, North Indian, Chinese, BBQ",Marathahalli
Antilla Aromas,Dessert Parlor,3.7,18.0,300.0,1,0,"Desserts, Ice Cream",Bannerghatta Road
Anu Momos Chinese Kitchen,Quick Bites,3.7,118.0,450.0,1,0,"Chinese, Thai, Momos",Kalyan Nagar
Anupam's Coast II Coast,Casual Dining,4.1,841.0,700.0,1,0,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Anupam's Coastal Express,Casual Dining,4.1,179.0,600.0,1,0,"Seafood, Mangalorean, South Indian",Basavanagudi
Apna Hotel,Quick Bites,3.5,26.0,300.0,1,0,"North Indian, Hyderabadi",Brookefield
Apna Punjab,Quick Bites,3.6,474.0,450.0,1,0,"North Indian, Chinese, Fast Food",Bannerghatta Road
Apna Veg Dhaba,Casual Dining,3.1,35.0,400.0,1,0,"North Indian, Chinese",Bellandur
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236.0,750.0,1,0,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield
Appam & Curry,Quick Bites,3.8,18.0,200.0,1,0,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala"
Appam Centre,Quick Bites,3.2,4.0,200.0,0,0,Kerala,Bannerghatta Road
Appetite Workstation,Quick Bites,3.6,16.0,500.0,1,0,"North Indian, Chinese, Biryani",Bellandur
Apple Cafe,Quick Bites,3.3,14.0,300.0,0,0,"Beverages, Fast Food",Marathahalli
Apsara Ice Cream,Dessert Parlor,3.2,4.0,200.0,0,0,"Ice Cream, Desserts",Brookefield
AQNI,Casual Dining,3.6,89.0,650.0,1,0,"North Indian, Mughlai, Biryani, Rolls",Malleshwaram
Aqua - The Park Bangalore,"Lounge, Bar",4.0,195.0,3000.0,0,1,"North Indian, Mediterranean, Chinese",Church Street
Arabian Bites,Quick Bites,3.4,24.0,300.0,1,0,"North Indian, Chinese",Basavanagudi
Arabian Mataam,Quick Bites,3.7,19.0,500.0,0,0,"Biryani, Arabian",Frazer Town
Arabian Mexico,Quick Bites,3.3,53.0,400.0,1,0,"Fast Food, Arabian",JP Nagar
Arabian Shawarma,Kiosk,3.7,30.0,150.0,1,0,Arabian,Frazer Town
Arafa Juice Center,Quick Bites,3.5,10.0,250.0,0,0,"Juices, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala"
Aramane Brundavan,Casual Dining,3.3,4.0,450.0,1,0,"Chinese, North Indian, South Indian, Fast Food",Malleshwaram
Aramane Donne Biriyani,Quick Bites,3.9,189.0,300.0,1,0,"Biryani, Fast Food",Bannerghatta Road
Aramane Donne Briyani,Quick Bites,3.9,339.0,300.0,1,0,"Biryani, Fast Food",Jayanagar
Aramane Restaurant,Casual Dining,2.9,90.0,800.0,1,1,"North Indian, South Indian, Seafood, Biryani, Chinese",Bannerghatta Road
Arbor Brewing Company,"Pub, Microbrewery",4.5,8375.0,2000.0,0,1,"American, Continental, Salad",Brigade Road
Archana's First Crush,Bakery,3.7,31.0,400.0,1,0,"Bakery, Desserts",Bellandur
Arena - Artisanal Brewkitchen,"Pub, Casual Dining",4.1,177.0,2000.0,0,1,"Sushi, Continental, Pizza, Italian, Asian",Indiranagar
Arina's,Quick Bites,3.3,5.0,250.0,0,0,"Fast Food, Chinese",Church Street
Arirang Korean Restaurant,Casual Dining,4.0,237.0,1400.0,0,1,Korean,Kalyan Nagar
Armaani Caffe,Quick Bites,3.5,12.0,250.0,1,0,Fast Food,Bannerghatta Road
Arogya,Quick Bites,3.4,9.0,100.0,0,0,"South Indian, North Indian, Chinese",HSR
Arogya Thaana,Beverage Shop,3.8,72.0,200.0,1,0,"Beverages, Sandwich",Whitefield
Aroma Fine Dine,Casual Dining,4.0,126.0,900.0,1,1,"North Indian, Mughlai, Chinese, South Indian",Koramangala 4th Block
Aroma Of Asia,Quick Bites,3.9,49.0,400.0,0,0,"Chinese, Momos",MG Road
Aroma Spice,Casual Dining,3.7,83.0,800.0,1,1,"Andhra, Chinese, North Indian, Seafood",Kalyan Nagar
Aroma's Hyderabad House,Casual Dining,4.2,533.0,800.0,1,0,"Mughlai, Biryani, North Indian",Kalyan Nagar
Aromas Of South,Casual Dining,3.7,46.0,1000.0,0,0,South Indian,Rajajinagar
Around The Corner,Quick Bites,3.6,22.0,350.0,0,0,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala"
Art Cafe,Cafe,3.5,7.0,1000.0,0,0,Cafe,Malleshwaram
Art of Biryani & Curries,Delivery,3.4,9.0,250.0,1,0,Biryani,Kalyan Nagar
Art of Delight,Dessert Parlor,4.3,449.0,400.0,0,0,"Ice Cream, Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
Artville Cafe,Cafe,3.8,92.0,700.0,0,0,Cafe,Kalyan Nagar
Arun Ice Cream,Dessert Parlor,3.4,7.0,150.0,0,0,"Ice Cream, Desserts",Banashankari
Arun Icecreams,Dessert Parlor,3.1,,150.0,0,0,"Ice Cream, Desserts",Kalyan Nagar
Arusuvai D' Kitchen,Quick Bites,3.7,26.0,350.0,1,0,"South Indian, Biryani, Chettinad, Juices",Whitefield
Arya Bhavan Sweets,Sweet Shop,3.2,6.0,300.0,0,0,"Mithai, Street Food, North Indian",Brigade Road
Arya Hungry?,Quick Bites,4.3,277.0,450.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Aryan's Kitchen,Quick Bites,3.1,97.0,500.0,1,0,"North Indian, Fast Food",Whitefield
Arzak,"Takeaway, Delivery",2.8,40.0,300.0,0,0,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",Electronic City
As On Fire,Food Truck,3.4,41.0,400.0,1,0,"Pizza, Fast Food, BBQ",Jayanagar
Asaivam Restaurant,Casual Dining,4.0,69.0,750.0,1,0,"Chettinad, South Indian",Frazer Town
Ascharya Hotel,Quick Bites,3.3,10.0,300.0,1,0,"Mangalorean, South Indian",Basavanagudi
ASEAN - On The Edge,Casual Dining,4.4,861.0,1800.0,1,1,"Asian, Thai",Brigade Road
Asha Food Camp,Casual Dining,4.0,137.0,700.0,0,1,"Desserts, North Indian, Chinese",Rajajinagar
Asha Sweets Center,"Sweet Shop, Quick Bites",4.1,57.0,200.0,1,0,"Mithai, Street Food",Indiranagar
Asha Sweets Centre,Dessert Parlor,3.6,27.0,250.0,1,0,Fast Food,Banashankari
Asha Tiffins,Quick Bites,4.3,278.0,150.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala"
Asharfilal,Dessert Parlor,3.5,10.0,150.0,1,0,Desserts,Bannerghatta Road
Ashirvaad Grand,Quick Bites,4.0,113.0,400.0,1,0,"Chinese, North Indian, South Indian","Byresandra,Tavarekere,Madiwala"
Ashirvad Resturant,Quick Bites,3.2,7.0,300.0,0,0,"North Indian, Chinese",Marathahalli
Ashirvad Veg,Quick Bites,3.4,9.0,300.0,0,0,South Indian,Brookefield
Asia Alive - DoubleTree Suites By Hilton,Fine Dining,4.1,237.0,2000.0,0,1,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",Bellandur
Asia In A Box,Casual Dining,2.9,18.0,550.0,1,0,"Thai, Vietnamese, Indonesian, Asian",Kammanahalli
Asia Kitchen By Mainland China,"Casual Dining, Bar",4.9,2178.0,1500.0,1,1,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala"
ASIA SEVEN,Food Court,3.3,4.0,300.0,1,0,Chinese,Whitefield
Assi Tussi Lassi,Beverage Shop,3.6,25.0,200.0,1,0,"Beverages, Fast Food, Ice Cream",Indiranagar
Athithi Grand Restaurant,Casual Dining,3.0,74.0,700.0,1,0,"Andhra, North Indian, Chinese",JP Nagar
Atithi,Casual Dining,3.7,18.0,750.0,0,0,North Indian,Malleshwaram
Atithi Aharadhama,Quick Bites,3.2,4.0,200.0,0,0,South Indian,Sarjapur Road
Atithi Aramane Veg,Quick Bites,3.9,48.0,300.0,1,0,"South Indian, North Indian, Chinese",Bellandur
Atithi Biryani Corner,Quick Bites,3.3,4.0,200.0,1,0,"Biryani, South Indian",Bannerghatta Road
Atithi Family Bar & Restaurant,"Casual Dining, Bar",3.6,31.0,500.0,1,0,"North Indian, South Indian, Andhra",Bellandur
Atithi Grand Veg Hotel,Quick Bites,2.8,40.0,300.0,0,0,South Indian,Bellandur
Atithi Point Ande Ka Funda,Quick Bites,3.1,29.0,150.0,0,0,North Indian,Banashankari
Atithi Sambrama,Quick Bites,3.9,69.0,200.0,1,0,"South Indian, North Indian, Chinese",Bellandur
Atithi Satkaar,Quick Bites,3.2,8.0,150.0,0,0,South Indian,Lavelle Road
Atithi Satkar,Casual Dining,3.7,91.0,400.0,0,0,"South Indian, North Indian, Fast Food, Chinese",New BEL Road
Atomic Lab,"Casual Dining, Bar",3.5,53.0,1800.0,0,0,"Asian, North Indian, Continental",Brigade Road
Atta Galata,Quick Bites,4.1,208.0,200.0,0,0,"Bakery, Fast Food","Byresandra,Tavarekere,Madiwala"
Atte Maneya Oota,Quick Bites,2.8,40.0,400.0,0,0,South Indian,Lavelle Road
Attic Lounge,Cafe,4.0,1229.0,700.0,1,1,Cafe,"Byresandra,Tavarekere,Madiwala"
Atty's Bakery,Bakery,4.0,73.0,250.0,1,0,Bakery,Brigade Road
Aubree,"Cafe, Bakery",3.2,5.0,400.0,1,0,"Cafe, Bakery",Residency Road
Auntie Anne's,Dessert Parlor,4.0,24.0,500.0,0,0,Desserts,Whitefield
Auntie Fung's,Casual Dining,4.2,577.0,600.0,1,0,"Asian, Chinese",Malleshwaram
Aura - Radha Regent,Bar,3.6,116.0,1200.0,0,1,"Continental, American, South Indian, Italian, North Indian, Chinese",Electronic City
AutoExpress - Hot Dogs,Quick Bites,3.3,5.0,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala"
Avanti Indian Barbeque & Grill,Casual Dining,3.4,46.0,1100.0,0,0,North Indian,Indiranagar
Avista Cafe Pizzeria,Cafe,4.5,506.0,650.0,1,1,"Cafe, Italian",Kalyan Nagar
Avon Bar & Kitchen,Casual Dining,3.7,104.0,700.0,0,0,"Andhra, Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
Awesome Foods,Quick Bites,3.7,23.0,300.0,1,0,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
Axomi - Taste of Assam,Casual Dining,4.0,610.0,500.0,1,0,Assamese,"Byresandra,Tavarekere,Madiwala"
Ayda Persian Kitchen,Casual Dining,3.7,39.0,950.0,0,0,"North Indian, Iranian",Banashankari
Ayodhya Food Line,Quick Bites,3.4,10.0,250.0,1,0,"South Indian, North Indian, Fast Food, Chinese",Rajajinagar
Ayodhya Sagara,Quick Bites,3.8,65.0,200.0,1,0,"Chinese, North Indian, South Indian",Rajajinagar
Ayodhya Upachar,Quick Bites,4.3,734.0,200.0,1,0,"South Indian, North Indian, Chinese, Street Food",Banashankari
Azimmo Treat,Casual Dining,3.8,41.0,700.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
B & B The Pub,"Casual Dining, Bar",3.6,29.0,1000.0,0,0,"Asian, Continental",Basavanagudi
B Bhagat Tarachand,Casual Dining,4.2,176.0,700.0,1,1,"North Indian, Chinese, Street Food, Beverages",Lavelle Road
b CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© - Shangri-La Hotel,"Fine Dining, Bar",4.3,429.0,3400.0,0,1,"North Indian, Italian, Chinese, Japanese",Lavelle Road
B.M.W - Bhookh Mitaane Wala,Delivery,3.6,504.0,500.0,1,0,"North Indian, South Indian, Chinese",Koramangala 6th Block
B.M.W Bhookh Mitaane Wala,Quick Bites,3.5,8.0,500.0,1,0,"North Indian, South Indian, Chinese",Bannerghatta Road
B1,Pub,3.9,123.0,1100.0,1,1,"Continental, Burger, Italian, Pizza, North Indian, Salad",New BEL Road
B2D Indori Dhaba,Quick Bites,3.3,4.0,100.0,0,0,North Indian,Koramangala 5th Block
B52 - Sports Bar,Bar,3.5,107.0,1200.0,1,1,"Continental, American, Chinese, Finger Food",Malleshwaram
Baahubelly,Casual Dining,3.7,68.0,500.0,0,0,"South Indian, North Indian",Lavelle Road
Baar Union,"Bar, Pub",4.6,634.0,850.0,0,1,"Continental, Finger Food, Asian, Chinese",HSR
Baba Bhature,"Takeaway, Delivery",3.7,22.0,200.0,1,0,North Indian,Marathahalli
Baba Da Dhaba,Casual Dining,3.6,32.0,650.0,0,1,North Indian,Bellandur
Baba Fattoosh,Delivery,3.6,14.0,300.0,0,0,North Indian,Brookefield
Baba Ka Dhaba,Quick Bites,3.7,194.0,400.0,1,0,North Indian,Bannerghatta Road
BabaYaga's,"Bar, Casual Dining",4.0,241.0,1500.0,0,1,"American, Finger Food",MG Road
Babu Moshai,Quick Bites,3.0,43.0,500.0,1,0,"Fast Food, Bengali",Bannerghatta Road
Bachelor's Special Biriyani,Quick Bites,3.3,6.0,250.0,0,0,"Biryani, North Indian, South Indian",Electronic City
Bada Bing Burgers,Delivery,3.5,13.0,300.0,1,0,"Burger, Desserts",Frazer Town
Bademiyan Kebabs,Casual Dining,3.8,86.0,600.0,1,0,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",Malleshwaram
Bageecha,Casual Dining,2.1,479.0,650.0,1,0,"North Indian, Chinese",Marathahalli
Bahar Cafe,Casual Dining,4.0,903.0,750.0,1,1,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",Bellandur
Baisakhi,Casual Dining,3.8,527.0,500.0,1,0,North Indian,Banashankari
Baithak,"Casual Dining, Bar",4.2,1383.0,1100.0,0,0,"Continental, North Indian, Mughlai",HSR
Bajji House,Quick Bites,3.5,7.0,100.0,1,0,Street Food,"Byresandra,Tavarekere,Madiwala"
Bake a Smile,"Takeaway, Delivery",3.4,9.0,400.0,0,0,"Bakery, Desserts",Indiranagar
Bake Addiction,Bakery,4.0,88.0,500.0,1,0,"Bakery, Desserts",Bannerghatta Road
Bake and Fry,"Takeaway, Delivery",3.1,9.0,400.0,1,0,"Fast Food, Sandwich",Frazer Town
Bake and Juice,Quick Bites,3.5,15.0,400.0,1,0,Fast Food,Jayanagar
Bake Delite,"Bakery, Quick Bites",3.7,18.0,400.0,1,0,"Bakery, Fast Food",JP Nagar
Bake Land,Bakery,3.2,15.0,150.0,0,0,Bakery,Koramangala 7th Block
Bake N Joy,Dessert Parlor,3.5,6.0,500.0,0,0,"Bakery, Beverages",Kalyan Nagar
Bake The Cake,"Bakery, Beverage Shop",3.2,4.0,250.0,1,0,"Bakery, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala"
Bake-ooh,"Takeaway, Delivery",3.7,17.0,350.0,0,0,Bakery,Bannerghatta Road
Baker Ree,Delivery,3.7,22.0,200.0,0,0,"Bakery, Desserts",Frazer Town
Baker's Cafe,Bakery,3.5,8.0,200.0,1,0,"Bakery, Desserts",Bellandur
Bakers Day,Bakery,3.9,48.0,200.0,0,0,"Bakery, Desserts",Basavanagudi
Baker's Glove,"Bakery, Quick Bites",3.3,7.0,550.0,1,0,"Desserts, Bakery",Basavanagudi
Baker's Home,"Bakery, Dessert Parlor",3.9,179.0,300.0,1,0,"Bakery, Desserts",Sarjapur Road
Bakers Paradise,"Bakery, Dessert Parlor",3.0,8.0,100.0,0,0,"Bakery, Desserts, Beverages",Rajajinagar
Bakers Town,Cafe,3.5,42.0,600.0,1,0,"Cafe, Continental, Fast Food",Jayanagar
Bakers77,"Bakery, Quick Bites",3.8,35.0,400.0,0,0,"Bakery, Fast Food",Rajajinagar
Bakewalk,Bakery,3.3,4.0,200.0,0,0,"Bakery, Arabian",Koramangala 7th Block
Bakimo,Casual Dining,3.5,7.0,850.0,0,0,Continental,"Byresandra,Tavarekere,Madiwala"
